investor_id,sip_count,avg_gap_days,max_gap_days,risk_status
INV003325,6,101.0,155.0,At Risk
INV003329,6,89.0,230.0,At Risk
INV003336,7,72.33333333333333,133.0,At Risk
INV003338,9,37.5,155.0,At Risk
INV003344,6,86.6,190.0,At Risk
INV003350,6,92.4,191.0,At Risk
INV003351,6,54.0,86.0,At Risk
INV003352,8,68.14285714285714,279.0,At Risk
INV003357,6,62.4,100.0,At Risk
INV003360,8,59.42857142857143,163.0,At Risk
INV003370,7,63.333333333333336,206.0,At Risk
INV003372,6,59.4,118.0,At Risk
INV003374,7,56.5,128.0,At Risk
INV003375,8,52.714285714285715,158.0,At Risk
INV003376,6,85.8,199.0,At Risk
INV003379,7,75.16666666666667,268.0,At Risk
INV003380,6,72.4,155.0,At Risk
INV003382,6,34.2,85.0,Active
INV003391,6,56.6,193.0,At Risk
INV003393,8,63.714285714285715,178.0,At Risk
INV003395,6,79.0,192.0,At Risk
INV003398,8,55.42857142857143,140.0,At Risk
INV003403,6,56.6,116.0,At Risk
INV003404,8,50.285714285714285,198.0,At Risk
INV003405,8,41.0,186.0,At Risk
INV003406,8,59.0,251.0,At Risk
INV003407,8,57.42857142857143,146.0,At Risk
INV003422,7,84.66666666666667,167.0,At Risk
INV003424,7,73.16666666666667,124.0,At Risk
INV003427,6,84.2,266.0,At Risk
INV003430,6,73.4,104.0,At Risk
INV003431,6,51.4,152.0,At Risk
INV003432,7,61.333333333333336,97.0,At Risk
INV003435,7,73.83333333333333,140.0,At Risk
INV003437,6,91.2,226.0,At Risk
INV003448,7,74.5,200.0,At Risk
INV003450,10,47.666666666666664,158.0,At Risk
INV003455,7,35.5,76.0,At Risk
INV003457,7,60.5,117.0,At Risk
INV003458,8,67.85714285714286,206.0,At Risk
INV003459,6,59.4,113.0,At Risk
INV003473,6,95.8,213.0,At Risk
INV003475,9,56.0,155.0,At Risk
INV003478,9,56.625,195.0,At Risk
INV003479,8,65.71428571428571,164.0,At Risk
INV003480,6,82.4,211.0,At Risk
INV003484,6,73.8,333.0,At Risk
INV003487,6,70.6,155.0,At Risk
INV003491,9,59.125,119.0,At Risk
INV003492,6,90.8,162.0,At Risk
INV003495,10,49.22222222222222,121.0,At Risk
INV003506,7,67.0,132.0,At Risk
INV003509,9,60.875,149.0,At Risk
INV003511,8,65.57142857142857,183.0,At Risk
INV003514,6,74.2,172.0,At Risk
INV003518,6,67.8,157.0,At Risk
INV003521,6,89.0,183.0,At Risk
INV003524,7,64.16666666666667,203.0,At Risk
INV003526,6,88.2,224.0,At Risk
INV003528,9,58.625,186.0,At Risk
INV003530,6,51.0,101.0,At Risk
INV003531,6,76.4,185.0,At Risk
INV003534,8,52.714285714285715,160.0,At Risk
INV003545,6,90.0,210.0,At Risk
INV003556,6,77.6,129.0,At Risk
INV003557,6,66.4,156.0,At Risk
INV003558,7,39.166666666666664,66.0,At Risk
INV003559,10,48.333333333333336,118.0,At Risk
INV003562,7,80.5,165.0,At Risk
INV003564,8,71.0,292.0,At Risk
INV003580,7,72.16666666666667,227.0,At Risk
INV003581,8,51.285714285714285,95.0,At Risk
INV003582,7,49.333333333333336,167.0,At Risk
INV003586,8,54.285714285714285,113.0,At Risk
INV003592,6,75.6,202.0,At Risk
INV003593,6,78.2,166.0,At Risk
INV003598,8,68.0,114.0,At Risk
INV003599,6,50.0,100.0,At Risk
INV003601,9,45.25,118.0,At Risk
INV003604,6,90.2,188.0,At Risk
INV003607,6,70.4,253.0,At Risk
INV003611,7,68.83333333333333,228.0,At Risk
INV003613,8,67.42857142857143,283.0,At Risk
INV003619,6,72.0,113.0,At Risk
INV003625,6,62.4,168.0,At Risk
INV003627,7,59.166666666666664,152.0,At Risk
INV003630,7,52.0,96.0,At Risk
INV003633,6,78.8,119.0,At Risk
INV003634,6,47.8,83.0,At Risk
INV003635,10,47.111111111111114,95.0,At Risk
INV003641,8,67.0,219.0,At Risk
INV003642,7,53.166666666666664,217.0,At Risk
INV003645,6,95.2,257.0,At Risk
INV003649,6,96.8,195.0,At Risk
INV003650,11,33.9,86.0,Active
INV003654,7,60.5,124.0,At Risk
INV003655,10,49.77777777777778,198.0,At Risk
INV003658,8,70.71428571428571,143.0,At Risk
INV003660,6,79.0,164.0,At Risk
INV003669,7,53.5,98.0,At Risk
INV003670,8,70.85714285714286,160.0,At Risk
INV003672,6,77.2,180.0,At Risk
INV003673,8,68.85714285714286,160.0,At Risk
INV003678,6,32.8,45.0,Active
INV003681,9,51.0,101.0,At Risk
INV003683,6,92.4,165.0,At Risk
INV003684,6,98.2,229.0,At Risk
INV003685,6,80.2,132.0,At Risk
INV003686,6,96.6,328.0,At Risk
INV003693,7,71.33333333333333,234.0,At Risk
INV003695,7,51.666666666666664,157.0,At Risk
INV003696,6,75.8,190.0,At Risk
INV003697,7,76.66666666666667,163.0,At Risk
INV003702,7,72.66666666666667,118.0,At Risk
INV003705,6,78.8,152.0,At Risk
INV003707,6,68.6,152.0,At Risk
INV003708,7,60.5,104.0,At Risk
INV003709,6,80.2,181.0,At Risk
INV003710,6,78.6,118.0,At Risk
INV003711,6,72.2,145.0,At Risk
INV003712,6,79.6,163.0,At Risk
INV003713,7,81.5,161.0,At Risk
INV003718,6,91.4,284.0,At Risk
INV003720,6,74.6,116.0,At Risk
INV003722,7,50.666666666666664,135.0,At Risk
INV003723,6,61.8,124.0,At Risk
INV003724,7,68.0,169.0,At Risk
INV003733,6,88.8,174.0,At Risk
INV003734,8,59.0,290.0,At Risk
INV003735,8,45.857142857142854,104.0,At Risk
INV003736,7,77.16666666666667,120.0,At Risk
INV003738,6,50.6,117.0,At Risk
INV003740,7,51.833333333333336,172.0,At Risk
INV003741,7,67.66666666666667,159.0,At Risk
INV003744,6,86.8,187.0,At Risk
INV003745,6,70.2,183.0,At Risk
INV003748,8,56.142857142857146,182.0,At Risk
INV003757,7,81.83333333333333,156.0,At Risk
INV003761,8,51.857142857142854,150.0,At Risk
INV003766,8,65.28571428571429,192.0,At Risk
INV003767,9,47.5,125.0,At Risk
INV003771,10,50.77777777777778,130.0,At Risk
INV003772,9,34.5,72.0,Active
INV003775,6,74.0,151.0,At Risk
INV003779,6,76.4,160.0,At Risk
INV003780,8,57.42857142857143,135.0,At Risk
INV003781,7,64.83333333333333,199.0,At Risk
INV003785,6,74.2,160.0,At Risk
INV003787,9,63.25,178.0,At Risk
INV003793,7,72.33333333333333,203.0,At Risk
INV003795,7,67.66666666666667,122.0,At Risk
INV003811,7,78.66666666666667,141.0,At Risk
INV003812,7,50.833333333333336,174.0,At Risk
INV003813,6,82.2,122.0,At Risk
INV003815,7,72.5,217.0,At Risk
INV003824,7,71.5,196.0,At Risk
INV003825,6,81.2,99.0,At Risk
INV003828,7,30.666666666666668,109.0,Active
INV003829,10,48.55555555555556,159.0,At Risk
INV003830,6,71.4,115.0,At Risk
INV003844,7,68.5,197.0,At Risk
INV003847,8,50.0,66.0,At Risk
INV003849,6,77.2,146.0,At Risk
INV003851,7,57.833333333333336,121.0,At Risk
INV003860,6,46.0,72.0,At Risk
INV003862,7,60.166666666666664,184.0,At Risk
INV003865,7,85.16666666666667,235.0,At Risk
INV003868,6,87.6,264.0,At Risk
INV003872,9,45.375,85.0,At Risk
INV003876,6,77.6,160.0,At Risk
INV003880,8,68.57142857142857,193.0,At Risk
INV003885,6,71.6,281.0,At Risk
INV003892,10,55.22222222222222,114.0,At Risk
INV003896,6,82.0,255.0,At Risk
INV003897,6,71.6,144.0,At Risk
INV003903,8,50.285714285714285,130.0,At Risk
INV003905,7,62.5,103.0,At Risk
INV003906,10,55.111111111111114,115.0,At Risk
INV003912,6,68.6,195.0,At Risk
INV003913,8,61.42857142857143,136.0,At Risk
INV003916,6,67.2,114.0,At Risk
INV003920,8,66.85714285714286,132.0,At Risk
INV003936,6,89.6,227.0,At Risk
INV003938,7,52.5,110.0,At Risk
INV003940,7,70.66666666666667,151.0,At Risk
INV003943,9,42.5,88.0,At Risk
INV003945,7,56.333333333333336,175.0,At Risk
INV003946,7,69.16666666666667,147.0,At Risk
INV003948,7,43.666666666666664,101.0,At Risk
INV003952,7,54.666666666666664,95.0,At Risk
INV003958,6,85.6,133.0,At Risk
INV003962,8,68.71428571428571,302.0,At Risk
INV003964,10,51.22222222222222,130.0,At Risk
INV003968,6,92.4,209.0,At Risk
INV003972,6,84.2,224.0,At Risk
INV003975,8,50.142857142857146,125.0,At Risk
INV003978,8,68.14285714285714,209.0,At Risk
INV003979,8,56.0,123.0,At Risk
INV003981,7,67.66666666666667,237.0,At Risk
INV003985,6,93.0,191.0,At Risk
INV003996,6,95.2,244.0,At Risk
INV004001,8,40.285714285714285,123.0,At Risk
INV004004,10,40.77777777777778,88.0,At Risk
INV004005,7,73.66666666666667,314.0,At Risk
INV004007,7,38.833333333333336,102.0,At Risk
INV004009,8,62.285714285714285,87.0,At Risk
INV004014,9,61.875,182.0,At Risk
INV004015,6,88.0,190.0,At Risk
INV004017,7,40.5,85.0,At Risk
INV004023,10,52.0,93.0,At Risk
INV004037,6,74.6,137.0,At Risk
INV004038,7,71.66666666666667,207.0,At Risk
INV004049,6,48.2,83.0,At Risk
INV004063,8,56.57142857142857,167.0,At Risk
INV004066,7,75.16666666666667,319.0,At Risk
INV004069,6,74.0,196.0,At Risk
INV004070,7,67.66666666666667,170.0,At Risk
INV004079,7,71.33333333333333,164.0,At Risk
INV004085,7,68.33333333333333,260.0,At Risk
INV004091,6,73.6,240.0,At Risk
INV004094,6,55.8,167.0,At Risk
INV004098,6,58.2,87.0,At Risk
INV004099,6,58.8,174.0,At Risk
INV004106,6,55.8,151.0,At Risk
INV004112,6,55.2,112.0,At Risk
INV004116,10,54.888888888888886,117.0,At Risk
INV004118,6,64.6,161.0,At Risk
INV004119,6,73.2,237.0,At Risk
INV004123,6,85.0,138.0,At Risk
INV004124,6,63.8,193.0,At Risk
INV004125,9,61.625,142.0,At Risk
INV004127,6,87.6,190.0,At Risk
INV004128,6,67.2,156.0,At Risk
INV004134,6,35.4,54.0,At Risk
INV004135,10,50.111111111111114,164.0,At Risk
INV004143,6,97.0,280.0,At Risk
INV004145,6,66.2,144.0,At Risk
INV004146,6,88.2,253.0,At Risk
INV004147,6,72.2,136.0,At Risk
INV004149,6,50.2,130.0,At Risk
INV004151,8,63.142857142857146,197.0,At Risk
INV004153,8,60.0,125.0,At Risk
INV004154,12,46.72727272727273,90.0,At Risk
INV004172,8,63.0,196.0,At Risk
INV004174,6,86.6,195.0,At Risk
INV004175,8,67.85714285714286,133.0,At Risk
INV004177,8,45.42857142857143,117.0,At Risk
INV004179,6,71.2,129.0,At Risk
INV004181,6,93.4,245.0,At Risk
INV004191,7,77.16666666666667,310.0,At Risk
INV004196,7,78.33333333333333,219.0,At Risk
INV004199,6,58.2,138.0,At Risk
INV004202,9,47.625,114.0,At Risk
INV004203,8,66.57142857142857,113.0,At Risk
INV004208,6,73.4,156.0,At Risk
INV004212,7,69.33333333333333,169.0,At Risk
INV004216,7,82.0,195.0,At Risk
INV004228,7,72.33333333333333,112.0,At Risk
INV004232,6,71.4,232.0,At Risk
INV004239,8,61.142857142857146,130.0,At Risk
INV004241,10,53.666666666666664,117.0,At Risk
INV004243,8,55.714285714285715,131.0,At Risk
INV004246,7,34.166666666666664,64.0,Active
INV004247,6,87.2,274.0,At Risk
INV004248,7,42.666666666666664,93.0,At Risk
INV004258,7,49.666666666666664,105.0,At Risk
INV004266,7,61.833333333333336,101.0,At Risk
INV004267,7,53.333333333333336,109.0,At Risk
INV004270,7,69.66666666666667,204.0,At Risk
INV004271,6,79.8,157.0,At Risk
INV004279,8,50.285714285714285,116.0,At Risk
INV004281,8,41.714285714285715,93.0,At Risk
INV004282,8,52.857142857142854,105.0,At Risk
INV004285,7,76.16666666666667,169.0,At Risk
INV004288,7,72.83333333333333,223.0,At Risk
INV004289,11,45.9,201.0,At Risk
INV004293,6,81.8,142.0,At Risk
INV004295,9,44.75,119.0,At Risk
INV004296,6,102.2,304.0,At Risk
INV004297,9,41.875,82.0,At Risk
INV004299,8,64.14285714285714,175.0,At Risk
INV004306,7,57.0,118.0,At Risk
INV004308,7,84.66666666666667,244.0,At Risk
INV004314,6,83.0,195.0,At Risk
INV004319,9,60.5,275.0,At Risk
INV004321,9,42.0,84.0,At Risk
INV004324,7,77.66666666666667,173.0,At Risk
INV004326,10,40.111111111111114,78.0,At Risk
INV004332,8,64.71428571428571,149.0,At Risk
INV004335,8,64.42857142857143,104.0,At Risk
INV004338,10,48.888888888888886,209.0,At Risk
INV004340,6,67.8,252.0,At Risk
INV004343,6,63.0,190.0,At Risk
INV004348,6,52.2,120.0,At Risk
INV004349,7,72.5,159.0,At Risk
INV004356,6,30.8,81.0,Active
INV004357,8,72.42857142857143,305.0,At Risk
INV004358,8,45.857142857142854,87.0,At Risk
INV004361,8,61.57142857142857,124.0,At Risk
INV004364,6,80.6,173.0,At Risk
INV004367,6,81.6,194.0,At Risk
INV004372,6,59.2,155.0,At Risk
INV004391,6,57.0,96.0,At Risk
INV004392,6,90.4,200.0,At Risk
INV004400,8,46.57142857142857,104.0,At Risk
INV004401,8,69.85714285714286,216.0,At Risk
INV004403,6,73.6,150.0,At Risk
INV004410,11,40.9,138.0,At Risk
INV004411,6,61.0,111.0,At Risk
INV004412,7,82.33333333333333,173.0,At Risk
INV004413,8,69.0,142.0,At Risk
INV004414,8,53.857142857142854,176.0,At Risk
INV004421,6,90.8,221.0,At Risk
INV004427,11,50.8,125.0,At Risk
INV004434,6,84.6,156.0,At Risk
INV004446,6,65.8,170.0,At Risk
INV004447,7,49.833333333333336,129.0,At Risk
INV004450,6,61.6,153.0,At Risk
INV004451,6,84.0,137.0,At Risk
INV004452,7,81.0,180.0,At Risk
INV004454,6,98.4,311.0,At Risk
INV004455,6,50.0,105.0,At Risk
INV004457,6,81.4,188.0,At Risk
INV004459,7,53.833333333333336,141.0,At Risk
INV004460,9,42.5,93.0,At Risk
INV004463,6,94.8,211.0,At Risk
INV004464,7,62.5,142.0,At Risk
INV004468,7,76.83333333333333,154.0,At Risk
INV004472,7,50.666666666666664,156.0,At Risk
INV004473,7,73.33333333333333,152.0,At Risk
INV004475,7,67.83333333333333,87.0,At Risk
INV004477,8,58.714285714285715,180.0,At Risk
INV004484,6,61.6,182.0,At Risk
INV004502,7,74.5,165.0,At Risk
INV004504,8,55.142857142857146,247.0,At Risk
INV004511,6,37.2,89.0,At Risk
INV004517,6,86.6,185.0,At Risk
INV004521,7,54.5,76.0,At Risk
INV004523,6,87.2,127.0,At Risk
INV004528,7,54.0,149.0,At Risk
INV004531,8,60.0,159.0,At Risk
INV004533,7,55.0,118.0,At Risk
INV004542,7,34.0,59.0,Active
INV004547,7,67.5,165.0,At Risk
INV004555,8,53.142857142857146,151.0,At Risk
INV004560,9,48.375,107.0,At Risk
INV004562,6,83.8,158.0,At Risk
INV004563,7,64.83333333333333,211.0,At Risk
INV004574,8,54.57142857142857,116.0,At Risk
INV004576,6,63.0,132.0,At Risk
INV004579,8,43.857142857142854,77.0,At Risk
INV004581,8,72.14285714285714,234.0,At Risk
INV004589,6,71.4,225.0,At Risk
INV004594,8,59.142857142857146,122.0,At Risk
INV004598,6,84.2,195.0,At Risk
INV004602,9,59.625,242.0,At Risk
INV004607,8,56.0,214.0,At Risk
INV004608,8,55.0,96.0,At Risk
INV004611,7,51.166666666666664,217.0,At Risk
INV004614,6,79.6,117.0,At Risk
INV004617,9,39.25,83.0,At Risk
INV004621,9,54.25,203.0,At Risk
INV004625,6,96.4,246.0,At Risk
INV004629,8,64.57142857142857,175.0,At Risk
INV004630,9,50.625,95.0,At Risk
INV004631,8,64.71428571428571,109.0,At Risk
INV004633,7,78.16666666666667,189.0,At Risk
INV004635,7,58.666666666666664,142.0,At Risk
INV004636,6,75.6,160.0,At Risk
INV004638,7,54.333333333333336,110.0,At Risk
INV004640,7,68.33333333333333,202.0,At Risk
INV004641,6,67.8,105.0,At Risk
INV004642,6,54.8,232.0,At Risk
INV004643,6,50.6,101.0,At Risk
INV004646,7,64.5,158.0,At Risk
INV004647,7,70.66666666666667,138.0,At Risk
INV004650,6,80.8,143.0,At Risk
INV004661,8,69.71428571428571,181.0,At Risk
INV004665,6,83.4,137.0,At Risk
INV004672,7,72.0,127.0,At Risk
INV004680,7,47.166666666666664,155.0,At Risk
INV004682,9,42.25,105.0,At Risk
INV004688,6,77.6,181.0,At Risk
INV004692,6,83.6,190.0,At Risk
INV004701,7,20.0,82.0,Active
INV004704,6,93.8,141.0,At Risk
INV004712,8,48.57142857142857,84.0,At Risk
INV004715,7,56.833333333333336,169.0,At Risk
INV004716,7,74.0,197.0,At Risk
INV004737,10,54.55555555555556,120.0,At Risk
INV004738,6,93.2,148.0,At Risk
INV004741,7,72.33333333333333,157.0,At Risk
INV004753,6,61.4,87.0,At Risk
INV004755,7,61.166666666666664,181.0,At Risk
INV004761,6,71.4,139.0,At Risk
INV004763,7,83.5,184.0,At Risk
INV004764,6,83.0,144.0,At Risk
INV004770,8,72.85714285714286,146.0,At Risk
INV004776,9,57.375,145.0,At Risk
INV004780,7,69.5,154.0,At Risk
INV004785,7,66.16666666666667,248.0,At Risk
INV004787,7,72.33333333333333,140.0,At Risk
INV004798,7,53.666666666666664,106.0,At Risk
INV004804,6,79.2,137.0,At Risk
INV004805,7,44.666666666666664,92.0,At Risk
INV004807,8,36.857142857142854,86.0,At Risk
INV004813,6,62.0,253.0,At Risk
INV004819,7,62.0,120.0,At Risk
INV004825,7,70.0,141.0,At Risk
INV004833,6,65.4,171.0,At Risk
INV004834,9,38.625,106.0,At Risk
INV004840,7,41.0,103.0,At Risk
INV004843,8,50.857142857142854,153.0,At Risk
INV004844,7,66.66666666666667,118.0,At Risk
INV004845,6,81.8,197.0,At Risk
INV004847,7,73.5,281.0,At Risk
INV004848,9,54.125,166.0,At Risk
INV004860,6,78.4,189.0,At Risk
INV004863,7,68.0,220.0,At Risk
INV004864,8,43.285714285714285,114.0,At Risk
INV004865,7,76.33333333333333,143.0,At Risk
INV004868,8,56.0,226.0,At Risk
INV004871,8,69.14285714285714,170.0,At Risk
INV004877,7,80.5,276.0,At Risk
INV004889,7,70.66666666666667,159.0,At Risk
INV004891,8,55.857142857142854,128.0,At Risk
INV004896,6,79.4,252.0,At Risk
INV004901,6,54.6,96.0,At Risk
INV004911,7,63.666666666666664,97.0,At Risk
INV004913,6,87.0,156.0,At Risk
INV004916,7,75.5,162.0,At Risk
INV004917,7,51.0,77.0,At Risk
INV004924,9,59.75,116.0,At Risk
INV004925,7,70.83333333333333,105.0,At Risk
INV004926,8,66.28571428571429,133.0,At Risk
INV004927,7,34.166666666666664,63.0,Active
INV004947,6,45.0,75.0,At Risk
INV004953,7,67.16666666666667,138.0,At Risk
INV004956,8,59.142857142857146,155.0,At Risk
INV004958,7,73.16666666666667,135.0,At Risk
INV004959,6,68.6,193.0,At Risk
INV004967,6,63.2,112.0,At Risk
INV004973,9,55.0,99.0,At Risk
INV004974,8,52.42857142857143,102.0,At Risk
INV004978,7,63.833333333333336,157.0,At Risk
INV004981,8,49.142857142857146,115.0,At Risk
INV004983,7,57.666666666666664,128.0,At Risk
INV004984,7,75.33333333333333,177.0,At Risk
INV004986,7,81.33333333333333,185.0,At Risk
INV004992,7,81.5,176.0,At Risk
INV004996,10,46.333333333333336,104.0,At Risk
INV004997,7,71.0,248.0,At Risk
